Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Type,Maturity,index,implied Volatility
SONY231222C00085000,2023-12-07 12:47PM EST,85.0,4.0,4.7,4.9,0.0,-,3.0,12,29.35%,Call,2023-12-22,76,1.680403148200381e-11
SONY231222C00086000,2023-12-06 9:44AM EST,86.0,3.7,3.8,4.0,0.0,-,1.0,2,26.86%,Call,2023-12-22,77,1.263445359060052e-11
SONY231222C00087000,2023-12-08 10:16AM EST,87.0,2.9,2.95,3.2,1.05,+56.76%,1.0,6,25.49%,Call,2023-12-22,78,1.6086283708240454e-11
SONY231222C00088000,2023-12-06 9:45AM EST,88.0,2.28,2.2,2.45,0.0,-,1.0,21,23.93%,Call,2023-12-22,79,0.02701750718608396
SONY231222C00089000,2023-12-06 3:08PM EST,89.0,1.55,1.55,1.75,0.0,-,1.0,6,22.05%,Call,2023-12-22,80,1.8206618058964743e-11
SONY231222C00090000,2023-12-08 10:33AM EST,90.0,1.09,1.0,1.15,0.29,+36.25%,10.0,92,20.26%,Call,2023-12-22,81,0.007006052666751604
SONY231222C00093000,2023-12-08 10:15AM EST,93.0,0.1,0.15,0.3,-0.05,-33.33%,1.0,24,19.83%,Call,2023-12-22,84,0.0670172866597133
SONY231222C00094000,2023-11-13 10:11AM EST,94.0,0.12,0.05,0.15,0.0,-,1.0,2,18.95%,Call,2023-12-22,85,0.1061567311778169
SONY231222C00095000,2023-11-28 10:41AM EST,95.0,0.08,0.0,0.1,0.0,-,2.0,112,19.83%,Call,2023-12-22,86,0.12418197920928754
SONY231222C00096000,2023-11-16 1:23PM EST,96.0,0.14,0.0,0.1,0.0,-,9.0,9,22.36%,Call,2023-12-22,87,0.1741346425650162
SONY231222C00100000,2023-11-14 1:33PM EST,100.0,0.2,0.0,0.1,0.0,-,4.0,110,31.93%,Call,2023-12-22,88,0.30751427641784557
SONY231222P00074000,2023-11-13 10:40AM EST,74.0,0.22,0.0,0.1,0.0,-,1.0,0,49.81%,Put,2023-12-22,92,0.6659436103331785
SONY231222P00075000,2023-12-06 3:11PM EST,75.0,0.08,0.0,0.1,0.0,-,2.0,231,46.88%,Put,2023-12-22,93,0.5257246417008946
SONY231222P00078000,2023-12-06 9:30AM EST,78.0,0.04,0.0,0.15,0.0,-,2.0,6,41.02%,Put,2023-12-22,95,0.39255035455733284
SONY231222P00079000,2023-11-14 10:12AM EST,79.0,0.39,0.0,0.15,0.0,-,5.0,8,37.89%,Put,2023-12-22,96,0.5690518560169818
SONY231222P00080000,2023-12-05 9:31AM EST,80.0,0.1,0.0,0.15,0.0,-,1.0,1,34.67%,Put,2023-12-22,97,0.3949751789370186
SONY231222P00081000,2023-12-05 9:30AM EST,81.0,0.3,0.0,0.15,0.0,-,1.0,1,31.54%,Put,2023-12-22,98,0.4632007023810855
SONY231222P00083000,2023-11-15 11:55AM EST,83.0,0.6,0.05,0.15,0.0,-,12.0,11,25.20%,Put,2023-12-22,99,0.48129597749107333
SONY231222P00084000,2023-12-06 9:30AM EST,84.0,0.35,0.1,0.2,0.0,-,2.0,3,23.73%,Put,2023-12-22,100,0.37326728490147204
SONY231222P00086000,2023-12-07 9:37AM EST,86.0,0.65,0.25,0.4,0.0,-,6.0,7,21.34%,Put,2023-12-22,102,0.3707073357993442
SONY231222P00087000,2023-12-06 3:11PM EST,87.0,0.68,0.45,0.55,0.0,-,3.0,4,19.85%,Put,2023-12-22,103,0.33433541428856084
SONY231222P00088000,2023-12-07 11:22AM EST,88.0,1.35,0.7,0.8,0.0,-,1.0,12,18.90%,Put,2023-12-22,104,0.406685688825958
SONY231222P00089000,2023-12-06 11:31AM EST,89.0,1.2,0.95,1.15,0.0,-,1.0,2,18.02%,Put,2023-12-22,105,0.3307757841657224
SONY231222P00090000,2023-12-01 3:51PM EST,90.0,4.1,1.45,1.65,0.0,-,1.0,1,17.60%,Put,2023-12-22,106,0.6976321873220939
SONY231222P00091000,2023-12-07 12:46PM EST,91.0,2.95,2.05,2.2,0.0,-,3.0,4,15.99%,Put,2023-12-22,107,0.46704487078633905
SONY231229C00081000,2023-12-04 1:46PM EST,81.0,4.95,8.7,8.9,0.0,-,1.0,1,37.70%,Call,2023-12-29,110,-0.06677853689054439
SONY231229C00082000,2023-12-01 3:59PM EST,82.0,4.9,7.7,8.0,0.0,-,1.0,4,36.33%,Call,2023-12-29,111,1.7529273351911694e-11
SONY231229C00083000,2023-11-14 9:58AM EST,83.0,3.5,6.8,7.0,0.0,-,2.0,3,32.91%,Call,2023-12-29,112,-0.05453210534767346
SONY231229C00084000,2023-11-27 1:57PM EST,84.0,4.1,5.7,6.1,0.0,-,1.0,2,31.08%,Call,2023-12-29,113,1.3825520031397843e-11
SONY231229C00085000,2023-12-01 1:21PM EST,85.0,2.7,4.9,5.2,0.0,-,7.0,15,28.93%,Call,2023-12-29,114,-0.040439428549930226
SONY231229C00086000,2023-12-08 10:46AM EST,86.0,4.05,4.0,4.3,0.05,+1.25%,3.0,4,26.47%,Call,2023-12-29,115,1.2238323923589617e-11
SONY231229C00087000,2023-11-21 10:54AM EST,87.0,2.33,3.2,3.4,0.0,-,4.0,5,23.63%,Call,2023-12-29,116,1.8369653488870298e-11
SONY231229C00088000,2023-12-06 10:20AM EST,88.0,2.7,2.5,2.7,0.0,-,2.0,4,22.75%,Call,2023-12-29,117,1.5431228938120083e-11
SONY231229C00090000,2023-12-08 9:30AM EST,90.0,1.15,1.35,1.5,0.85,+283.33%,2.0,15,20.78%,Call,2023-12-29,119,1.1647466998568716e-11
SONY231229C00091000,2023-12-07 2:18PM EST,91.0,0.65,0.85,1.05,0.0,-,1.0,4,20.02%,Call,2023-12-29,120,1.853281386081308e-11
SONY231229C00092000,2023-12-06 9:37AM EST,92.0,0.56,0.55,0.7,0.0,-,3.0,1,19.39%,Call,2023-12-29,121,0.07078556490864484
SONY231229C00094000,2023-12-08 10:34AM EST,94.0,0.2,0.2,0.3,0.04,+25.00%,2.0,6,19.09%,Call,2023-12-29,123,0.09966129388298585
SONY231229C00095000,2023-12-08 9:30AM EST,95.0,0.15,0.1,0.2,0.05,+50.00%,5.0,11,19.39%,Call,2023-12-29,124,0.11726217075513731
SONY231229C00096000,2023-12-06 9:36AM EST,96.0,0.15,0.05,0.15,0.0,-,2.0,3,20.26%,Call,2023-12-29,125,0.142458137181371
SONY231229C00100000,2023-11-20 9:30AM EST,100.0,0.05,0.0,0.15,0.0,-,1.0,8,28.61%,Call,2023-12-29,126,0.187910071130886
SONY231229P00079000,2023-11-14 9:30AM EST,79.0,0.45,0.0,0.2,0.0,-,10.0,10,33.30%,Put,2023-12-29,129,0.48473758559988067
SONY231229P00081000,2023-11-14 3:49PM EST,81.0,0.74,0.05,0.15,0.0,-,7.0,6,26.07%,Put,2023-12-29,131,0.49180856891523733
SONY231229P00083000,2023-12-01 11:23AM EST,83.0,0.7,0.1,0.25,0.0,-,1.0,1,23.73%,Put,2023-12-29,133,0.4163930961476665
SONY231229P00084000,2023-11-24 10:50AM EST,84.0,0.87,0.2,0.3,0.0,-,5.0,10,22.02%,Put,2023-12-29,134,0.4142970621852932
SONY231229P00085000,2023-12-06 10:27AM EST,85.0,0.4,0.25,0.4,0.0,-,2.0,2,20.92%,Put,2023-12-29,135,0.28884935605633344
SONY240105C00085000,2023-12-06 9:47AM EST,85.0,5.1,5.0,5.4,0.0,-,4.0,4,27.74%,Call,2024-01-05,137,1.4930649799819772e-11
SONY240105C00087000,2023-12-06 10:23AM EST,87.0,3.68,3.5,3.8,0.0,-,2.0,4,24.98%,Call,2024-01-05,138,1.926083583374092e-11
SONY240105C00088000,2023-12-04 1:25PM EST,88.0,1.0,2.8,3.0,0.0,-,8.0,16,22.93%,Call,2024-01-05,139,-0.017092914316840634
SONY240105C00089000,2023-12-08 10:42AM EST,89.0,2.2,2.2,2.4,0.65,+41.94%,2.0,1,22.36%,Call,2024-01-05,140,1.9747780297403294e-11
SONY240105C00090000,2023-12-07 1:56PM EST,90.0,1.4,1.65,1.8,0.0,-,4.0,18,21.09%,Call,2024-01-05,141,1.9987731949508355e-11
SONY240105C00091000,2023-12-07 9:59AM EST,91.0,0.5,1.2,1.35,0.0,-,1.0,3,20.58%,Call,2024-01-05,142,1.894738574839867e-11
SONY240105C00093000,2023-12-07 1:54PM EST,93.0,0.5,0.55,0.75,0.0,-,1.0,1,20.48%,Call,2024-01-05,143,0.09093694868016418
SONY240105C00097000,2023-12-07 9:30AM EST,97.0,0.15,0.05,0.2,0.0,-,1.0,2,20.90%,Call,2024-01-05,145,0.1421322566244142
SONY240105P00086000,2023-11-27 9:32AM EST,86.0,1.69,0.6,0.7,0.0,-,7.0,7,19.46%,Put,2024-01-05,148,0.40633565826676993
SONY240105P00089000,2023-12-08 10:53AM EST,89.0,1.55,1.45,1.6,-0.55,-26.19%,10.0,7,17.47%,Put,2024-01-05,150,0.2794595084046173
SONY240112C00050000,2023-12-01 2:07PM EST,50.0,36.6,39.0,40.6,0.0,-,1.0,1,112.40%,Call,2024-01-12,151,1.3255925047624082e-11
SONY240112P00087000,2023-12-06 11:09AM EST,87.0,1.1,1.0,1.25,0.0,-,1.0,3,20.07%,Put,2024-01-12,157,0.27122186858529235
SONY240119C00035000,2023-10-27 1:15PM EST,35.0,45.7,51.0,52.5,0.0,-,6.0,0,0.00%,Call,2024-01-19,158,1.3255925157158044e-11
SONY240119C00040000,2023-11-09 2:25PM EST,40.0,42.0,49.5,49.8,0.0,-,1.0,2,127.73%,Call,2024-01-19,159,1.3255925157099518e-11
SONY240119C00045000,2023-11-22 3:09PM EST,45.0,43.0,44.6,44.8,0.0,-,2.0,12,113.77%,Call,2024-01-19,160,1.325592514981225e-11
SONY240119C00050000,2023-11-27 11:18AM EST,50.0,37.3,39.6,40.1,0.0,-,1.0,37,104.98%,Call,2024-01-19,161,1.3255924031042352e-11
SONY240119C00055000,2023-09-18 10:28AM EST,55.0,32.24,28.8,31.3,0.0,-,5.0,46,0.00%,Call,2024-01-19,162,0.1856609974262264
SONY240119C00060000,2023-11-27 11:07AM EST,60.0,27.45,29.7,30.1,0.0,-,2.0,24,78.03%,Call,2024-01-19,163,1.881340949015173e-11
SONY240119C00065000,2023-08-11 12:30PM EST,65.0,22.58,20.5,21.3,0.0,-,1.0,157,0.00%,Call,2024-01-19,164,1.8800339515202366e-11
SONY240119C00070000,2023-12-01 1:58PM EST,70.0,16.87,19.8,20.0,0.0,-,3.0,49,52.73%,Call,2024-01-19,165,1.8634820245391654e-11
SONY240119C00075000,2023-12-08 10:53AM EST,75.0,15.0,14.9,15.1,0.84,+5.93%,10.0,243,44.58%,Call,2024-01-19,166,1.4058744654003603e-11
SONY240119C00080000,2023-12-08 10:21AM EST,80.0,10.2,10.1,10.4,0.9,+9.68%,7.0,225,36.30%,Call,2024-01-19,167,1.159847324910266e-11
SONY240119C00085000,2023-12-07 9:30AM EST,85.0,5.0,5.7,6.0,0.1,+2.04%,1.0,2111,28.69%,Call,2024-01-19,168,1.0428179408536579e-11
SONY240119C00090000,2023-12-08 10:14AM EST,90.0,2.35,2.35,2.45,0.63,+36.63%,19.0,6673,22.66%,Call,2024-01-19,169,0.07547396178095277
SONY240119C00095000,2023-12-08 10:42AM EST,95.0,0.65,0.6,0.75,0.0,-,100.0,3666,21.34%,Call,2024-01-19,170,0.1366405927083641
SONY240119C00100000,2023-12-07 3:43PM EST,100.0,0.15,0.15,0.2,0.0,-,1.0,1781,21.73%,Call,2024-01-19,171,0.16136976438355174
SONY240119C00105000,2023-11-24 10:17AM EST,105.0,0.07,0.0,0.2,0.0,-,1.0,2269,28.71%,Call,2024-01-19,172,0.2021019509367932
SONY240119C00110000,2023-12-04 9:54AM EST,110.0,0.05,0.0,0.2,0.0,-,34.0,651,35.01%,Call,2024-01-19,173,0.24727488403031517
SONY240119C00115000,2023-09-06 1:40PM EST,115.0,0.25,0.0,0.25,0.0,-,6.0,1220,42.53%,Call,2024-01-19,174,0.38898583164486084
SONY240119C00120000,2023-09-06 1:39PM EST,120.0,0.2,0.0,0.0,0.0,-,1.0,497,25.00%,Call,2024-01-19,175,0.4288404486586812
SONY240119C00125000,2023-09-15 8:44AM EST,125.0,0.07,0.0,0.2,0.0,-,10.0,437,51.27%,Call,2024-01-19,176,0.4098775617242734
SONY240119C00130000,2023-10-09 1:41PM EST,130.0,0.1,0.0,0.75,0.0,-,1.0,60,62.60%,Call,2024-01-19,177,0.47683084244433793
SONY240119C00135000,2023-12-04 1:54PM EST,135.0,0.03,0.0,0.05,0.0,-,1.0,130,50.00%,Call,2024-01-19,178,0.4474017448006317
SONY240119C00140000,2023-07-12 8:30AM EST,140.0,0.4,0.0,0.0,0.0,-,1.0,117,25.00%,Call,2024-01-19,179,0.698941563944414
SONY240119C00145000,2023-04-11 9:31AM EST,145.0,0.25,0.05,0.45,0.0,-,1.0,8,71.39%,Call,2024-01-19,180,0.686903726357898
SONY240119C00150000,2023-07-13 8:56AM EST,150.0,0.25,0.05,0.25,0.0,-,1.0,235,69.92%,Call,2024-01-19,181,0.7278893947432774
SONY240119C00155000,2023-05-09 9:24AM EST,155.0,0.18,0.0,0.0,0.0,-,14.0,0,25.00%,Call,2024-01-19,182,0.7299641307458508
SONY240119C00160000,2023-08-03 8:30AM EST,160.0,0.15,0.0,0.1,0.0,-,1.0,220,67.19%,Call,2024-01-19,183,0.7467781320543826
SONY240119C00165000,2022-07-27 11:15AM EST,165.0,0.8,0.0,2.85,0.0,-,1.0,3,119.04%,Call,2024-01-19,184,1.0278397755654718
SONY240119C00170000,2023-05-08 1:38PM EST,170.0,0.05,0.0,0.0,0.0,-,3.0,0,50.00%,Call,2024-01-19,185,0.7116241355842725
SONY240119C00175000,2023-05-08 1:38PM EST,175.0,0.05,0.0,0.0,0.0,-,1.0,0,50.00%,Call,2024-01-19,186,0.7403788826892794
SONY240119C00180000,2022-06-17 1:39PM EST,180.0,0.75,0.0,0.0,0.0,-,2.0,2,50.00%,Call,2024-01-19,187,1.1273319168623703
SONY240119C00185000,2023-07-10 11:10AM EST,185.0,0.08,0.0,0.2,0.0,-,1.0,23,87.89%,Call,2024-01-19,188,0.8379854534494219
SONY240119C00190000,2023-08-11 1:16PM EST,190.0,0.05,0.0,0.05,0.0,-,1.0,264,78.13%,Call,2024-01-19,189,0.8209554822656455
SONY240119P00035000,2023-07-13 2:00PM EST,35.0,0.1,0.0,0.15,0.0,-,1.0,64,117.19%,Put,2024-01-19,190,1.2756777666314765
SONY240119P00040000,2023-06-20 2:22PM EST,40.0,0.14,0.0,0.95,0.0,-,1.0,113,135.94%,Put,2024-01-19,191,1.1648252264673007
SONY240119P00045000,2023-04-11 10:59AM EST,45.0,0.65,0.0,0.0,0.0,-,35.0,37,50.00%,Put,2024-01-19,192,1.328023572740589
SONY240119P00050000,2023-09-01 8:30AM EST,50.0,0.03,0.05,0.25,0.0,-,55.0,225,83.40%,Put,2024-01-19,193,0.7184928507117568
SONY240119P00055000,2023-11-02 2:25PM EST,55.0,0.1,0.0,0.1,0.0,-,1.0,72,60.94%,Put,2024-01-19,194,0.7177451706820722
SONY240119P00060000,2023-11-20 12:56PM EST,60.0,0.06,0.0,0.15,0.0,-,1.0,112,53.91%,Put,2024-01-19,195,0.5667417911403281
SONY240119P00065000,2023-10-31 2:45PM EST,65.0,0.4,0.0,0.15,0.0,-,1.0,403,49.22%,Put,2024-01-19,196,0.6515650663200716
SONY240119P00070000,2023-11-30 10:22AM EST,70.0,0.13,0.0,0.25,0.0,-,1.0,705,43.36%,Put,2024-01-19,197,0.430920086891614
SONY240119P00075000,2023-11-27 1:01PM EST,75.0,0.2,0.1,0.35,0.0,-,1.0,2593,35.74%,Put,2024-01-19,198,0.3659249231026054
SONY240119P00080000,2023-12-08 9:49AM EST,80.0,0.4,0.3,0.4,0.05,+14.29%,2.0,3037,26.10%,Put,2024-01-19,199,0.3181928577472055
SONY240119P00085000,2023-12-07 11:33AM EST,85.0,1.2,0.8,0.95,0.0,-,1050.0,3915,21.34%,Put,2024-01-19,200,0.3148292834657096
SONY240119P00090000,2023-12-08 10:34AM EST,90.0,2.55,2.4,2.55,-0.1,-3.77%,4.0,1539,17.82%,Put,2024-01-19,201,0.2888504970983509
SONY240119P00095000,2023-11-13 9:30AM EST,95.0,11.5,5.8,5.9,0.0,-,1.0,26,14.06%,Put,2024-01-19,202,0.8037714077881611
SONY240119P00100000,2023-11-28 10:17AM EST,100.0,13.3,10.4,10.7,0.0,-,1.0,2,13.67%,Put,2024-01-19,203,0.6916336520696094
SONY240119P00105000,2023-08-17 2:50PM EST,105.0,22.52,17.8,18.9,0.0,-,1.0,41,62.16%,Put,2024-01-19,204,1.170079979242297
SONY240119P00110000,2023-11-14 12:02PM EST,110.0,25.0,20.4,20.8,0.0,-,2.0,0,31.54%,Put,2024-01-19,205,1.0765672481796718
SONY240119P00115000,2023-08-09 8:32AM EST,115.0,26.15,28.7,32.8,0.0,-,7.0,0,104.10%,Put,2024-01-19,206,0.8262534492253466
SONY240119P00120000,2022-09-23 9:40AM EST,120.0,52.18,54.2,57.0,0.0,-,1.0,0,279.69%,Put,2024-01-19,207,2.6933795023128893
SONY240119P00130000,2023-02-17 12:52PM EST,130.0,45.5,41.5,45.3,0.0,-,7.0,0,102.05%,Put,2024-01-19,208,1.4912425507072655
SONY240119P00135000,2022-09-30 2:28PM EST,135.0,70.8,66.3,68.4,0.0,-,2.0,0,277.37%,Put,2024-01-19,209,3.252189492715081
SONY240119P00150000,2023-10-04 11:01AM EST,150.0,68.91,60.8,63.9,0.0,-,1.0,1,109.74%,Put,2024-01-19,211,2.080407665805603
SONY240119P00190000,2023-11-20 12:03PM EST,190.0,102.66,100.4,100.7,0.0,-,1.0,0,73.44%,Put,2024-01-19,214,1.9140766351804797
SONY240419C00045000,2023-12-01 3:00PM EST,45.0,42.2,45.1,45.6,0.0,-,2.0,2,79.44%,Call,2024-04-19,215,1.8813008668778274e-11
