Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Type,Maturity,index,implied Volatility
META231208C00330000,2023-12-08 10:56AM EST,330.0,1.2,1.1,1.15,0.09,+8.11%,14788.0,9365,16.41%,Call,2023-12-08,54,0.0
META231208C00332500,2023-12-08 10:55AM EST,332.5,0.44,0.35,0.38,-0.16,-26.67%,16541.0,5784,17.92%,Call,2023-12-08,55,0.0
META231208C00335000,2023-12-08 10:55AM EST,335.0,0.13,0.13,0.15,-0.2,-60.61%,6415.0,5333,21.09%,Call,2023-12-08,56,0.0
META231208C00337500,2023-12-08 10:49AM EST,337.5,0.04,0.04,0.06,-0.14,-77.78%,6610.0,6010,23.83%,Call,2023-12-08,57,0.0
META231208C00340000,2023-12-08 10:51AM EST,340.0,0.03,0.03,0.04,-0.07,-70.00%,603.0,5180,28.13%,Call,2023-12-08,58,0.0
META231208C00342500,2023-12-08 10:41AM EST,342.5,0.02,0.01,0.02,-0.05,-71.43%,746.0,2769,30.86%,Call,2023-12-08,59,0.0
META231208C00345000,2023-12-08 10:36AM EST,345.0,0.01,0.01,0.02,-0.03,-75.00%,2017.0,5681,35.94%,Call,2023-12-08,60,0.0
META231208C00347500,2023-12-08 10:37AM EST,347.5,0.01,0.01,0.02,-0.01,-50.00%,435.0,2240,41.02%,Call,2023-12-08,61,0.0
META231208C00350000,2023-12-08 10:54AM EST,350.0,0.01,0.0,0.01,0.0,-,80.0,2782,42.19%,Call,2023-12-08,62,0.0
META231208C00352500,2023-12-08 10:31AM EST,352.5,0.01,0.0,0.01,0.0,-,343.0,1949,46.88%,Call,2023-12-08,63,0.0
META231208C00355000,2023-12-07 3:27PM EST,355.0,0.01,0.0,0.01,0.0,-,482.0,2921,51.56%,Call,2023-12-08,64,0.0
META231208C00357500,2023-12-08 9:30AM EST,357.5,0.01,0.0,0.01,0.0,-,24.0,963,53.13%,Call,2023-12-08,65,0.0
META231208C00360000,2023-12-07 3:36PM EST,360.0,0.01,0.0,0.01,0.0,-,37.0,3397,56.25%,Call,2023-12-08,66,0.0
META231208C00362500,2023-12-07 10:51AM EST,362.5,0.01,0.0,0.01,0.0,-,40.0,660,60.94%,Call,2023-12-08,67,0.0
META231208C00365000,2023-12-08 10:09AM EST,365.0,0.01,0.0,0.01,0.0,-,10.0,2031,65.63%,Call,2023-12-08,68,0.0
META231208C00367500,2023-12-05 1:51PM EST,367.5,0.01,0.0,0.01,0.0,-,91.0,772,68.75%,Call,2023-12-08,69,0.0
META231208C00370000,2023-12-07 2:56PM EST,370.0,0.01,0.0,0.01,0.0,-,15.0,2537,71.88%,Call,2023-12-08,70,0.0
META231208C00372500,2023-12-05 10:10AM EST,372.5,0.01,0.0,0.01,0.0,-,21.0,249,76.56%,Call,2023-12-08,71,0.0
META231208C00375000,2023-12-07 3:29PM EST,375.0,0.01,0.0,0.01,0.0,-,32.0,980,81.25%,Call,2023-12-08,72,0.0
META231208C00377500,2023-12-01 11:57AM EST,377.5,0.01,0.0,0.01,0.0,-,125.0,130,84.38%,Call,2023-12-08,73,0.0
META231208C00382500,2023-12-01 10:05AM EST,382.5,0.01,0.0,0.01,0.0,-,30.0,226,90.63%,Call,2023-12-08,75,0.0
META231208C00390000,2023-12-07 9:40AM EST,390.0,0.01,0.0,0.01,0.0,-,4.0,632,103.13%,Call,2023-12-08,78,0.0
META231208C00395000,2023-11-29 11:10AM EST,395.0,0.01,0.0,0.01,0.0,-,200.0,438,109.38%,Call,2023-12-08,79,0.0
META231208C00400000,2023-11-28 11:03AM EST,400.0,0.02,0.0,0.01,0.0,-,61.0,146,115.63%,Call,2023-12-08,80,0.0
META231208C00405000,2023-11-27 10:38AM EST,405.0,0.01,0.0,0.01,0.0,-,389.0,454,125.00%,Call,2023-12-08,81,0.0
META231208C00415000,2023-11-13 11:22AM EST,415.0,0.04,0.0,0.01,0.0,-,4.0,6,137.50%,Call,2023-12-08,83,0.0
META231208C00425000,2023-11-17 2:31PM EST,425.0,0.03,0.0,0.01,0.0,-,6.0,13,150.00%,Call,2023-12-08,84,0.0
META231208P00110000,2023-12-04 10:34AM EST,110.0,0.01,0.0,0.01,0.0,-,10.0,11,612.50%,Put,2023-12-08,86,0.0
META231208P00170000,2023-11-01 8:48AM EST,170.0,0.04,0.0,0.0,0.0,-,4.0,5,50.00%,Put,2023-12-08,87,0.0
META231208P00180000,2023-12-06 3:32PM EST,180.0,0.01,0.0,0.01,0.0,-,90.0,92,350.00%,Put,2023-12-08,88,0.0
META231208P00190000,2023-11-15 12:17PM EST,190.0,0.01,0.0,0.01,0.0,-,3.0,21,318.75%,Put,2023-12-08,89,0.0
META231208P00200000,2023-11-22 9:51AM EST,200.0,0.01,0.0,0.01,0.0,-,2.0,4,287.50%,Put,2023-12-08,91,0.0
META231208P00205000,2023-12-01 9:31AM EST,205.0,0.01,0.0,0.01,0.0,-,2.0,45,275.00%,Put,2023-12-08,92,0.0
META231208P00225000,2023-11-21 3:43PM EST,225.0,0.01,0.0,0.01,0.0,-,3.0,14,225.00%,Put,2023-12-08,96,0.0
META231208P00230000,2023-12-01 1:36PM EST,230.0,0.01,0.0,0.01,0.0,-,7.0,653,212.50%,Put,2023-12-08,97,0.0
META231208P00245000,2023-12-05 11:45AM EST,245.0,0.01,0.0,0.01,0.0,-,6.0,580,178.13%,Put,2023-12-08,100,0.0
META231208P00250000,2023-12-07 11:33AM EST,250.0,0.01,0.0,0.01,0.0,-,2.0,216,168.75%,Put,2023-12-08,101,0.0
META231208P00255000,2023-12-06 2:35PM EST,255.0,0.01,0.0,0.01,0.0,-,53.0,1189,156.25%,Put,2023-12-08,102,0.0
META231208P00270000,2023-12-07 11:29AM EST,270.0,0.01,0.0,0.01,0.0,-,3.0,4575,125.00%,Put,2023-12-08,105,0.0
META231208P00275000,2023-12-07 9:42AM EST,275.0,0.02,0.0,0.01,0.0,-,13.0,3686,112.50%,Put,2023-12-08,106,0.0
META231208P00277500,2023-12-07 9:54AM EST,277.5,0.01,0.0,0.01,0.0,-,6.0,370,106.25%,Put,2023-12-08,107,0.0
META231208P00280000,2023-12-07 12:59PM EST,280.0,0.01,0.0,0.01,0.0,-,114.0,675,103.13%,Put,2023-12-08,108,0.0
META231208P00282500,2023-12-07 3:54PM EST,282.5,0.01,0.0,0.01,0.0,-,202.0,873,96.88%,Put,2023-12-08,109,0.0
META231208P00285000,2023-12-08 10:07AM EST,285.0,0.01,0.0,0.01,0.0,-,90.0,1762,93.75%,Put,2023-12-08,110,0.0
META231208P00287500,2023-12-08 10:01AM EST,287.5,0.01,0.0,0.01,-0.01,-50.00%,13.0,712,87.50%,Put,2023-12-08,111,0.0
META231208P00290000,2023-12-08 10:26AM EST,290.0,0.01,0.0,0.01,0.0,-,297.0,2099,81.25%,Put,2023-12-08,112,0.0
META231208P00292500,2023-12-08 9:35AM EST,292.5,0.01,0.0,0.01,-0.01,-50.00%,3.0,1407,78.13%,Put,2023-12-08,113,0.0
META231208P00295000,2023-12-08 10:31AM EST,295.0,0.01,0.0,0.01,-0.01,-50.00%,246.0,1550,71.88%,Put,2023-12-08,114,0.0
META231208P00297500,2023-12-08 10:30AM EST,297.5,0.01,0.01,0.02,-0.01,-50.00%,35.0,2121,75.00%,Put,2023-12-08,115,0.0
META231208P00300000,2023-12-08 10:40AM EST,300.0,0.01,0.01,0.02,-0.01,-50.00%,113.0,4766,68.75%,Put,2023-12-08,116,0.0
META231208P00302500,2023-12-08 10:34AM EST,302.5,0.01,0.0,0.01,-0.02,-66.67%,292.0,2622,56.25%,Put,2023-12-08,117,0.0
META231208P00305000,2023-12-08 10:45AM EST,305.0,0.01,0.01,0.02,-0.04,-80.00%,465.0,2673,58.59%,Put,2023-12-08,118,0.0
META231208P00307500,2023-12-08 10:39AM EST,307.5,0.01,0.01,0.02,-0.04,-80.00%,164.0,2235,53.13%,Put,2023-12-08,119,0.0
META231208P00310000,2023-12-08 10:53AM EST,310.0,0.01,0.01,0.02,-0.06,-85.71%,1305.0,3548,49.22%,Put,2023-12-08,120,0.0
META231208P00312500,2023-12-08 10:35AM EST,312.5,0.02,0.01,0.02,-0.05,-71.43%,242.0,2345,43.75%,Put,2023-12-08,121,0.0
META231208P00315000,2023-12-08 10:53AM EST,315.0,0.01,0.01,0.02,-0.09,-90.00%,744.0,4857,37.89%,Put,2023-12-08,122,0.0
META231208P00317500,2023-12-08 10:47AM EST,317.5,0.03,0.02,0.03,-0.15,-83.33%,2785.0,3662,33.99%,Put,2023-12-08,123,0.0
META231208P00320000,2023-12-08 10:56AM EST,320.0,0.02,0.02,0.03,-0.37,-94.87%,4130.0,5392,27.93%,Put,2023-12-08,124,0.0
META231208P00322500,2023-12-08 10:54AM EST,322.5,0.06,0.05,0.06,-0.76,-92.68%,2931.0,4768,24.61%,Put,2023-12-08,125,0.0
META231208P00325000,2023-12-08 10:55AM EST,325.0,0.13,0.13,0.15,-1.37,-91.33%,7497.0,6992,21.68%,Put,2023-12-08,126,0.0
META231208P00327500,2023-12-08 10:55AM EST,327.5,0.5,0.45,0.49,-2.25,-81.82%,5928.0,1173,20.56%,Put,2023-12-08,127,0.0
META231208P00330000,2023-12-08 10:55AM EST,330.0,1.45,1.41,1.48,-2.97,-67.19%,4871.0,2201,21.78%,Put,2023-12-08,128,0.0
META231208P00332500,2023-12-08 10:55AM EST,332.5,3.25,2.98,3.15,-3.58,-52.42%,696.0,430,23.63%,Put,2023-12-08,129,0.0
META231208P00335000,2023-12-08 10:47AM EST,335.0,5.85,5.25,5.6,-2.75,-31.98%,85.0,1061,33.50%,Put,2023-12-08,130,0.0
META231208P00337500,2023-12-08 10:44AM EST,337.5,8.4,7.55,7.9,-3.18,-27.46%,134.0,816,38.14%,Put,2023-12-08,131,0.0
META231208P00340000,2023-12-08 10:52AM EST,340.0,10.6,9.85,10.45,-2.88,-21.36%,35.0,490,48.05%,Put,2023-12-08,132,0.0
META231208P00342500,2023-12-06 3:34PM EST,342.5,12.45,12.55,12.95,-12.17,-49.43%,5.0,133,56.20%,Put,2023-12-08,133,0.0
META231208P00345000,2023-12-07 12:25PM EST,345.0,17.25,14.9,15.35,0.0,-,2.0,25,50.10%,Put,2023-12-08,134,0.0
META231208P00350000,2023-12-08 10:55AM EST,350.0,20.14,19.85,20.5,-11.01,-35.35%,3.0,2,66.02%,Put,2023-12-08,136,0.0
META231208P00352500,2023-11-28 1:27PM EST,352.5,17.3,22.55,23.25,0.0,-,10.0,0,83.89%,Put,2023-12-08,137,0.0
META231208P00357500,2023-12-07 2:34PM EST,357.5,30.7,27.5,28.2,0.0,-,2.0,0,95.02%,Put,2023-12-08,139,0.0
META231208P00360000,2023-12-07 3:46PM EST,360.0,33.5,29.85,30.35,0.0,-,2.0,0,84.38%,Put,2023-12-08,140,0.0
META231208P00365000,2023-12-07 12:03PM EST,365.0,38.1,34.95,35.55,0.0,-,2.0,0,107.81%,Put,2023-12-08,142,0.0
META231208P00375000,2023-11-24 11:00AM EST,375.0,36.85,44.95,45.45,0.0,-,2.0,0,126.56%,Put,2023-12-08,145,0.0
META231208P00380000,2023-11-24 10:13AM EST,380.0,40.7,49.95,50.5,0.0,-,3.0,0,139.65%,Put,2023-12-08,146,0.0
META231208P00390000,2023-12-01 10:54AM EST,390.0,68.76,60.0,60.45,0.0,-,2.0,0,160.55%,Put,2023-12-08,147,0.0
META231208P00400000,2023-12-07 3:31PM EST,400.0,72.51,70.0,70.5,0.0,-,249.0,0,183.01%,Put,2023-12-08,148,0.0
META231208P00405000,2023-12-01 2:51PM EST,405.0,80.04,74.9,75.7,0.0,-,2.0,0,197.66%,Put,2023-12-08,149,0.0
META231208P00420000,2023-12-01 12:03PM EST,420.0,96.33,89.85,90.65,0.0,-,6.0,0,220.90%,Put,2023-12-08,150,0.0
META231208P00440000,2023-11-29 11:22AM EST,440.0,107.63,109.8,110.55,0.0,-,2.0,0,245.70%,Put,2023-12-08,151,0.0
META231208P00445000,2023-10-30 8:59AM EST,445.0,138.21,103.4,107.5,0.0,-,2.0,0,0.00%,Put,2023-12-08,152,0.0
META231215C00110000,2023-12-07 9:57AM EST,110.0,212.68,219.6,219.95,0.0,-,5.0,600,0.00%,Call,2023-12-15,154,0.6180340149766683
META231215C00115000,2023-11-17 2:03PM EST,115.0,219.85,214.65,215.1,0.0,-,18.0,34,256.25%,Call,2023-12-15,155,0.6180340149766683
META231215C00120000,2023-12-07 1:55PM EST,120.0,207.11,209.5,210.05,0.0,-,8.0,71,209.38%,Call,2023-12-15,156,1.776594685014621e-11
META231215C00125000,2023-12-07 3:19PM EST,125.0,202.32,204.55,205.1,0.0,-,2.0,51,236.72%,Call,2023-12-15,157,1.776594685014621e-11
META231215C00130000,2023-12-08 10:45AM EST,130.0,199.32,199.3,200.15,14.26,+7.71%,8.0,19,242.58%,Call,2023-12-15,158,1.776594685014621e-11
META231215C00150000,2023-12-04 12:02PM EST,150.0,168.61,179.7,180.1,0.0,-,2.0,59,194.53%,Call,2023-12-15,162,1.776594685014621e-11
META231215C00160000,2023-12-04 2:14PM EST,160.0,157.98,169.4,170.2,0.0,-,2.0,38,199.80%,Call,2023-12-15,164,1.776594685014621e-11
META231215C00165000,2023-12-08 9:57AM EST,165.0,161.78,164.1,165.0,2.86,+1.80%,3.0,50,0.00%,Call,2023-12-15,165,1.776594685014621e-11
META231215C00170000,2023-12-07 9:35AM EST,170.0,152.0,159.45,160.35,0.0,-,4.0,123,200.59%,Call,2023-12-15,166,1.776594685014621e-11
META231215C00180000,2023-12-07 10:55AM EST,180.0,149.37,149.6,150.6,5.48,+3.81%,18.0,127,152.34%,Call,2023-12-15,168,1.776594685014621e-11
META231215C00185000,2023-12-06 11:18AM EST,185.0,134.92,144.6,145.15,0.0,-,3.0,107,155.66%,Call,2023-12-15,169,1.776594685014621e-11
META231215C00190000,2023-12-05 3:53PM EST,190.0,128.61,139.7,140.4,0.0,-,3.0,58,118.75%,Call,2023-12-15,170,1.776594685014621e-11
META231215C00195000,2023-12-04 3:33PM EST,195.0,124.82,134.55,135.15,0.0,-,10.0,68,142.58%,Call,2023-12-15,171,1.776594685014621e-11
META231215C00200000,2023-12-08 10:49AM EST,200.0,129.45,129.5,130.45,1.92,+1.51%,42.0,374,162.01%,Call,2023-12-15,172,1.776594685014621e-11
META231215C00205000,2023-12-08 10:38AM EST,205.0,124.29,124.8,125.2,10.37,+9.10%,5.0,86,136.13%,Call,2023-12-15,173,1.776594685014621e-11
META231215C00220000,2023-12-07 1:43PM EST,220.0,107.12,109.8,110.3,0.0,-,4.0,1064,87.50%,Call,2023-12-15,176,1.776594685014621e-11
META231215C00225000,2023-12-07 10:37AM EST,225.0,99.55,104.65,105.5,0.0,-,2.0,298,94.14%,Call,2023-12-15,177,1.776594685014621e-11
META231215C00230000,2023-12-08 9:46AM EST,230.0,102.05,99.45,100.15,4.55,+4.67%,13.0,1016,101.17%,Call,2023-12-15,178,1.776594685014621e-11
META231215C00235000,2023-12-07 1:55PM EST,235.0,92.29,94.6,95.5,0.0,-,7.0,278,75.00%,Call,2023-12-15,179,1.776594685014621e-11
META231215C00245000,2023-12-04 3:36PM EST,245.0,75.0,84.7,85.05,0.0,-,21.0,279,65.63%,Call,2023-12-15,181,1.3255925157147818e-11
META231215C00250000,2023-12-08 9:59AM EST,250.0,77.1,79.85,80.2,-0.25,-0.32%,12.0,1533,83.98%,Call,2023-12-15,182,1.3255925157058405e-11
META231215C00260000,2023-12-07 3:13PM EST,260.0,67.35,69.9,70.3,0.0,-,6.0,3192,64.84%,Call,2023-12-15,184,1.3255925141296533e-11
META231215C00270000,2023-12-07 3:46PM EST,270.0,56.85,59.75,60.25,0.0,-,4.0,5730,65.82%,Call,2023-12-15,187,1.3255923679233513e-11
META231215C00275000,2023-12-08 10:46AM EST,275.0,54.48,54.85,55.35,2.45,+4.71%,2.0,617,50.98%,Call,2023-12-15,188,0.19098292448552667
META231215C00280000,2023-12-08 10:07AM EST,280.0,50.0,49.85,50.3,3.6,+7.76%,6.0,2582,57.32%,Call,2023-12-15,189,1.325587004141138e-11
META231215C00285000,2023-12-08 10:14AM EST,285.0,44.46,44.9,45.35,2.58,+6.16%,21.0,2401,53.66%,Call,2023-12-15,191,1.3255562658576778e-11
META231215C00290000,2023-12-08 9:46AM EST,290.0,36.98,40.05,40.5,-0.72,-1.91%,12.0,2093,52.05%,Call,2023-12-15,193,1.8811792801823635e-11
META231215C00292500,2023-12-07 10:35AM EST,292.5,31.95,37.5,38.05,0.0,-,2.0,11,50.24%,Call,2023-12-15,194,1.8798679329878248e-11
META231215C00295000,2023-12-08 10:37AM EST,295.0,34.91,35.0,35.45,2.31,+7.09%,16.0,2139,45.31%,Call,2023-12-15,195,1.8805827775311324e-11
META231215C00300000,2023-12-08 10:51AM EST,300.0,29.97,29.95,30.55,2.77,+10.18%,67.0,13224,41.65%,Call,2023-12-15,197,1.8766032913767308e-11
META231215C00305000,2023-12-08 10:16AM EST,305.0,25.3,25.15,25.55,2.85,+12.69%,29.0,2440,35.86%,Call,2023-12-15,199,1.850486585761928e-11
META231215C00307500,2023-12-06 10:24AM EST,307.5,23.63,22.75,23.25,10.13,+75.04%,2.0,81,35.74%,Call,2023-12-15,200,1.8193184027025005e-11
META231215C00310000,2023-12-08 10:37AM EST,310.0,20.29,20.45,20.8,2.29,+12.72%,58.0,4180,33.25%,Call,2023-12-15,201,-0.07486821925161714
META231215C00312500,2023-12-07 3:29PM EST,312.5,18.2,18.05,18.4,1.9,+11.66%,40.0,170,31.15%,Call,2023-12-15,202,-0.09705434223009696
META231215C00315000,2023-12-08 10:52AM EST,315.0,15.85,15.8,16.05,2.25,+16.54%,148.0,6981,29.32%,Call,2023-12-15,203,-0.1014787636192229
META231215C00317500,2023-12-08 10:45AM EST,317.5,13.1,13.7,14.05,1.36,+11.58%,42.0,1190,29.93%,Call,2023-12-15,204,-0.09632653265905267
META231215C00320000,2023-12-08 10:55AM EST,320.0,11.9,11.7,11.9,2.0,+20.20%,189.0,10518,28.53%,Call,2023-12-15,205,-0.07150377143506786
META231215C00322500,2023-12-08 10:55AM EST,322.5,10.0,9.85,10.0,1.65,+19.76%,221.0,1818,28.10%,Call,2023-12-15,206,-0.08162882031255078
META231215C00325000,2023-12-08 10:56AM EST,325.0,8.15,8.15,8.3,1.25,+18.12%,2263.0,7651,27.97%,Call,2023-12-15,207,-0.06057390858092213
META231215C00327500,2023-12-08 10:55AM EST,327.5,6.52,6.6,6.7,0.97,+17.48%,1371.0,2761,27.47%,Call,2023-12-15,208,-0.055912443375611014
META231215C00330000,2023-12-08 10:55AM EST,330.0,5.2,5.3,5.4,0.85,+19.54%,4256.0,12429,27.60%,Call,2023-12-15,209,-0.0510262725470574
META231215C00332500,2023-12-08 10:55AM EST,332.5,4.05,4.15,4.25,0.61,+17.73%,952.0,1837,27.55%,Call,2023-12-15,210,-0.046151186826918024
META231215C00335000,2023-12-08 10:55AM EST,335.0,3.1,3.2,3.25,0.46,+17.42%,2066.0,9265,27.34%,Call,2023-12-15,211,-0.04033678591933064
META231215C00337500,2023-12-08 10:55AM EST,337.5,2.38,2.43,2.47,0.36,+17.82%,795.0,2399,27.39%,Call,2023-12-15,212,-0.039104107640302546
META231215C00340000,2023-12-08 10:54AM EST,340.0,1.83,1.8,1.84,0.33,+22.00%,1807.0,9587,27.43%,Call,2023-12-15,213,-0.026093591796588888
META231215C00342500,2023-12-08 10:55AM EST,342.5,1.36,1.35,1.38,0.19,+16.24%,431.0,1748,27.74%,Call,2023-12-15,214,-0.024905740861267196
META231215C00345000,2023-12-08 10:54AM EST,345.0,1.01,0.98,1.0,0.13,+14.77%,1149.0,7281,27.83%,Call,2023-12-15,215,-0.015348531976553451
META231215C00347500,2023-12-08 10:55AM EST,347.5,0.74,0.73,0.75,0.09,+13.85%,1309.0,3792,28.32%,Call,2023-12-15,216,-0.010138864804684638
META231215C00350000,2023-12-08 10:54AM EST,350.0,0.53,0.52,0.54,0.04,+8.16%,4452.0,9916,28.57%,Call,2023-12-15,217,-0.0046641626298937625
META231215C00352500,2023-12-08 10:46AM EST,352.5,0.36,0.37,0.39,-0.01,-2.70%,464.0,2464,28.88%,Call,2023-12-15,218,0.02716041759780642
META231215C00355000,2023-12-08 10:53AM EST,355.0,0.29,0.29,0.31,0.0,-,576.0,6621,29.79%,Call,2023-12-15,219,0.06294377180672252
META231215C00357500,2023-12-08 10:51AM EST,357.5,0.22,0.22,0.23,0.01,+4.76%,30.0,2149,30.27%,Call,2023-12-15,220,0.08789452478401184
META231215C00360000,2023-12-08 10:51AM EST,360.0,0.16,0.16,0.18,-0.02,-11.11%,152.0,7060,31.06%,Call,2023-12-15,221,0.10753468332730227
META231215C00365000,2023-12-08 10:35AM EST,365.0,0.13,0.1,0.11,0.02,+18.18%,77.0,4329,32.52%,Call,2023-12-15,222,0.15080862202218404
META231215C00370000,2023-12-08 10:55AM EST,370.0,0.06,0.06,0.07,-0.02,-25.00%,700.0,5453,33.99%,Call,2023-12-15,223,0.17257740557576723
META231215C00375000,2023-12-08 10:54AM EST,375.0,0.04,0.04,0.05,0.0,-,280.0,2771,35.94%,Call,2023-12-15,224,0.2001715402870705
META231215C00380000,2023-12-08 10:47AM EST,380.0,0.03,0.02,0.03,-0.01,-25.00%,3.0,5200,36.91%,Call,2023-12-15,225,0.22793562718246374
META231215C00385000,2023-12-08 10:49AM EST,385.0,0.02,0.01,0.02,0.0,-,10.0,803,38.28%,Call,2023-12-15,226,0.2501410561087488
META231215C00400000,2023-12-07 12:13PM EST,400.0,0.01,0.0,0.01,0.0,-,15.0,2747,43.75%,Call,2023-12-15,229,0.3208867195936846
META231215C00405000,2023-12-07 10:16AM EST,405.0,0.01,0.0,0.01,0.0,-,4.0,232,46.09%,Call,2023-12-15,230,0.3489612319892468
