Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Type,Maturity,index
MSFT231215C00360000,2023-12-08 10:53AM EST,360.0,14.0,13.95,14.4,1.16,+9.03%,49.0,9120,28.53%,Call,2023-12-15,173
MSFT231215C00362500,2023-12-08 10:31AM EST,362.5,10.21,11.6,12.05,-0.49,-4.58%,11.0,713,25.93%,Call,2023-12-15,174
MSFT231215C00365000,2023-12-08 10:55AM EST,365.0,9.95,9.85,10.05,1.18,+13.45%,330.0,20053,24.96%,Call,2023-12-15,175
MSFT231215C00367500,2023-12-08 10:56AM EST,367.5,8.05,7.85,8.05,1.07,+15.33%,504.0,1707,23.38%,Call,2023-12-15,176
MSFT231215C00370000,2023-12-08 10:55AM EST,370.0,6.26,6.2,6.25,0.81,+14.86%,5381.0,13885,22.11%,Call,2023-12-15,177
MSFT231215C00372500,2023-12-08 10:55AM EST,372.5,4.7,4.6,4.7,0.55,+13.25%,2181.0,3457,21.17%,Call,2023-12-15,178
MSFT231215C00375000,2023-12-08 10:55AM EST,375.0,3.5,3.45,3.5,0.4,+12.90%,4684.0,12543,20.87%,Call,2023-12-15,179
MSFT231215C00377500,2023-12-08 10:56AM EST,377.5,2.48,2.47,2.5,0.24,+10.71%,1054.0,2031,20.50%,Call,2023-12-15,180
MSFT231215C00380000,2023-12-08 10:55AM EST,380.0,1.74,1.71,1.74,0.14,+8.75%,3899.0,23345,20.30%,Call,2023-12-15,181
MSFT231215C00382500,2023-12-08 10:56AM EST,382.5,1.2,1.17,1.19,0.06,+5.26%,1705.0,3548,20.26%,Call,2023-12-15,182
MSFT231215C00385000,2023-12-08 10:56AM EST,385.0,0.8,0.8,0.82,-0.01,-1.23%,1003.0,13576,20.50%,Call,2023-12-15,183
MSFT231215C00387500,2023-12-08 10:54AM EST,387.5,0.54,0.54,0.56,-0.02,-3.57%,218.0,4212,20.78%,Call,2023-12-15,184
MSFT231215C00390000,2023-12-08 10:56AM EST,390.0,0.38,0.37,0.39,-0.03,-7.32%,284.0,10881,21.22%,Call,2023-12-15,185
MSFT231215C00392500,2023-12-08 10:49AM EST,392.5,0.23,0.24,0.25,-0.07,-23.33%,56.0,1349,21.34%,Call,2023-12-15,186
MSFT231215C00395000,2023-12-08 10:55AM EST,395.0,0.19,0.18,0.19,-0.04,-17.39%,260.0,20453,22.19%,Call,2023-12-15,187
MSFT231215C00397500,2023-12-08 10:42AM EST,397.5,0.12,0.14,0.15,-0.06,-33.33%,568.0,610,23.15%,Call,2023-12-15,188
MSFT231215C00400000,2023-12-08 10:52AM EST,400.0,0.1,0.09,0.1,-0.03,-23.08%,812.0,11565,23.44%,Call,2023-12-15,189
MSFT231215C00405000,2023-12-08 10:45AM EST,405.0,0.06,0.06,0.07,-0.03,-33.33%,36.0,3688,25.49%,Call,2023-12-15,190
MSFT231215C00410000,2023-12-08 10:49AM EST,410.0,0.04,0.04,0.05,-0.03,-42.86%,290.0,5704,27.54%,Call,2023-12-15,191
MSFT231215C00415000,2023-12-08 10:36AM EST,415.0,0.02,0.02,0.03,-0.02,-50.00%,11.0,4603,28.71%,Call,2023-12-15,192
MSFT231215C00420000,2023-12-08 10:05AM EST,420.0,0.02,0.01,0.03,-0.01,-33.33%,101.0,1665,31.45%,Call,2023-12-15,193
MSFT231215C00440000,2023-12-08 10:00AM EST,440.0,0.01,0.0,0.01,0.0,-,21.0,4569,37.89%,Call,2023-12-15,197
MSFT231215C00445000,2023-12-01 11:18AM EST,445.0,0.02,0.0,0.01,0.0,-,155.0,598,40.23%,Call,2023-12-15,198
MSFT231215C00450000,2023-12-01 3:55PM EST,450.0,0.02,0.0,0.01,0.0,-,63.0,642,42.19%,Call,2023-12-15,199
MSFT231215C00465000,2023-11-30 2:53PM EST,465.0,0.01,0.0,0.01,0.0,-,22.0,297,49.22%,Call,2023-12-15,202
MSFT231215C00470000,2023-11-28 3:34PM EST,470.0,0.01,0.0,0.01,0.0,-,110.0,1009,51.56%,Call,2023-12-15,203
MSFT231215C00475000,2023-11-29 10:15AM EST,475.0,0.01,0.0,0.01,0.0,-,7.0,337,50.00%,Call,2023-12-15,204
MSFT231215C00480000,2023-12-07 10:17AM EST,480.0,0.01,0.0,0.01,0.0,-,3.0,1313,53.13%,Call,2023-12-15,205
MSFT231215C00485000,2023-11-29 9:38AM EST,485.0,0.01,0.0,0.01,0.0,-,9.0,679,54.69%,Call,2023-12-15,206
MSFT231215C00490000,2023-11-21 10:08AM EST,490.0,0.01,0.0,0.01,-0.01,-50.00%,5.0,442,56.25%,Call,2023-12-15,207
MSFT231215C00500000,2023-12-07 10:31AM EST,500.0,0.01,0.0,0.01,0.0,-,10.0,342,59.38%,Call,2023-12-15,209
MSFT231215C00505000,2023-11-22 11:14AM EST,505.0,0.01,0.0,0.01,0.0,-,35.0,301,62.50%,Call,2023-12-15,210
MSFT231215C00510000,2023-11-17 3:13PM EST,510.0,0.01,0.0,0.01,0.0,-,115.0,458,64.06%,Call,2023-12-15,211
MSFT231215C00515000,2023-11-14 10:34AM EST,515.0,0.01,0.0,0.01,0.0,-,105.0,711,65.63%,Call,2023-12-15,212
MSFT231215C00520000,2023-11-20 2:47PM EST,520.0,0.01,0.0,0.01,0.0,-,234.0,476,67.19%,Call,2023-12-15,213
MSFT231215C00525000,2023-11-10 12:53PM EST,525.0,0.02,0.0,0.01,0.0,-,68.0,301,68.75%,Call,2023-12-15,214
MSFT231215C00530000,2023-11-14 10:28AM EST,530.0,0.01,0.0,0.01,0.0,-,156.0,197,71.88%,Call,2023-12-15,215
MSFT231215C00535000,2023-10-20 8:40AM EST,535.0,0.02,0.0,2.13,0.0,-,110.0,129,131.49%,Call,2023-12-15,216
MSFT231215C00540000,2023-11-24 9:30AM EST,540.0,0.02,0.0,0.01,0.0,-,15.0,2587,75.00%,Call,2023-12-15,217
MSFT231215P00160000,2023-11-20 9:38AM EST,160.0,0.01,0.0,0.01,0.0,-,10.0,636,168.75%,Put,2023-12-15,218
MSFT231215P00165000,2023-11-10 10:08AM EST,165.0,0.01,0.0,0.01,0.0,-,3.0,161,162.50%,Put,2023-12-15,219
MSFT231215P00175000,2023-11-03 10:17AM EST,175.0,0.01,0.0,0.1,0.0,-,4.0,64,181.64%,Put,2023-12-15,221
MSFT231215P00180000,2023-11-07 3:21PM EST,180.0,0.01,0.0,0.05,0.0,-,6.0,597,164.06%,Put,2023-12-15,222
MSFT231215P00185000,2023-11-24 9:30AM EST,185.0,0.01,0.0,0.01,0.0,-,10.0,575,140.63%,Put,2023-12-15,223
MSFT231215P00190000,2023-12-07 1:03PM EST,190.0,0.01,0.0,0.01,0.0,-,17.0,509,134.38%,Put,2023-12-15,224
MSFT231215P00195000,2023-12-07 1:03PM EST,195.0,0.01,0.0,0.01,0.0,-,17.0,199,131.25%,Put,2023-12-15,225
MSFT231215P00200000,2023-12-04 2:10PM EST,200.0,0.01,0.0,0.01,0.0,-,74.0,974,125.00%,Put,2023-12-15,226
MSFT231215P00205000,2023-12-08 10:51AM EST,205.0,0.01,0.01,0.02,0.0,-,42.0,637,131.25%,Put,2023-12-15,227
MSFT231215P00215000,2023-12-07 3:42PM EST,215.0,0.01,0.0,0.01,0.0,-,30.0,655,112.50%,Put,2023-12-15,229
MSFT231215P00220000,2023-12-07 3:42PM EST,220.0,0.01,0.0,0.01,0.0,-,110.0,1965,106.25%,Put,2023-12-15,230
MSFT231215P00225000,2023-12-07 3:42PM EST,225.0,0.01,0.0,0.01,0.0,-,396.0,827,103.13%,Put,2023-12-15,231
MSFT231215P00230000,2023-12-08 10:00AM EST,230.0,0.01,0.0,0.01,0.0,-,21.0,2062,96.88%,Put,2023-12-15,232
MSFT231215P00235000,2023-12-08 10:51AM EST,235.0,0.01,0.0,0.01,0.0,-,962.0,1231,93.75%,Put,2023-12-15,233
MSFT231215P00240000,2023-12-08 10:29AM EST,240.0,0.01,0.01,0.02,0.0,-,152.0,1059,98.44%,Put,2023-12-15,234
MSFT231215P00245000,2023-12-07 3:42PM EST,245.0,0.02,0.01,0.02,0.0,-,225.0,879,93.75%,Put,2023-12-15,235
MSFT231215P00250000,2023-12-07 1:03PM EST,250.0,0.01,0.01,0.02,0.0,-,80.0,1594,89.84%,Put,2023-12-15,236
MSFT231215P00255000,2023-12-07 1:08PM EST,255.0,0.02,0.01,0.02,0.0,-,165.0,2585,85.16%,Put,2023-12-15,237
MSFT231215P00260000,2023-12-07 1:05PM EST,260.0,0.02,0.01,0.02,0.0,-,254.0,4731,81.25%,Put,2023-12-15,238
MSFT231215P00265000,2023-12-07 3:42PM EST,265.0,0.02,0.01,0.02,0.0,-,143.0,1881,77.34%,Put,2023-12-15,239
MSFT231215P00280000,2023-12-08 9:58AM EST,280.0,0.02,0.02,0.03,-0.01,-33.33%,121.0,4064,68.75%,Put,2023-12-15,242
MSFT231215P00285000,2023-12-08 10:14AM EST,285.0,0.02,0.02,0.03,0.0,-,46.0,4020,64.84%,Put,2023-12-15,243
MSFT231215P00290000,2023-12-08 9:50AM EST,290.0,0.02,0.02,0.03,-0.01,-33.33%,3.0,5453,60.94%,Put,2023-12-15,244
MSFT231215P00295000,2023-12-07 1:19PM EST,295.0,0.04,0.02,0.03,0.0,-,48.0,16935,57.42%,Put,2023-12-15,245
MSFT231215P00300000,2023-12-08 10:55AM EST,300.0,0.02,0.02,0.03,-0.03,-60.00%,66.0,16380,53.52%,Put,2023-12-15,246
MSFT231215P00305000,2023-12-08 10:37AM EST,305.0,0.03,0.03,0.04,-0.02,-40.00%,38.0,4086,51.56%,Put,2023-12-15,247
MSFT231215P00310000,2023-12-08 10:37AM EST,310.0,0.04,0.03,0.04,-0.02,-33.33%,28.0,6461,48.44%,Put,2023-12-15,248
MSFT231215P00315000,2023-12-08 10:15AM EST,315.0,0.03,0.03,0.04,-0.04,-57.14%,34.0,4814,44.53%,Put,2023-12-15,249
MSFT231215P00320000,2023-12-08 10:15AM EST,320.0,0.04,0.03,0.04,-0.03,-42.86%,58.0,7796,40.82%,Put,2023-12-15,250
MSFT231215P00325000,2023-12-08 10:15AM EST,325.0,0.05,0.03,0.04,-0.03,-37.50%,56.0,11653,37.11%,Put,2023-12-15,251
MSFT231215P00330000,2023-12-08 10:55AM EST,330.0,0.05,0.05,0.06,-0.06,-54.55%,304.0,8885,35.16%,Put,2023-12-15,252
MSFT231215P00335000,2023-12-08 10:56AM EST,335.0,0.06,0.06,0.07,-0.06,-50.00%,1043.0,7735,31.84%,Put,2023-12-15,253
MSFT231215P00337500,2023-12-08 10:47AM EST,337.5,0.08,0.07,0.08,-0.06,-42.86%,67.0,685,30.47%,Put,2023-12-15,254
MSFT231215P00340000,2023-12-08 10:55AM EST,340.0,0.08,0.08,0.09,-0.08,-50.00%,381.0,6031,29.00%,Put,2023-12-15,255
MSFT231215P00342500,2023-12-08 10:53AM EST,342.5,0.1,0.1,0.11,-0.11,-52.38%,37.0,600,27.78%,Put,2023-12-15,256
MSFT231215P00345000,2023-12-08 10:56AM EST,345.0,0.11,0.11,0.12,-0.13,-54.17%,1183.0,5346,26.07%,Put,2023-12-15,257
MSFT231215P00347500,2023-12-08 10:48AM EST,347.5,0.17,0.13,0.15,-0.13,-43.33%,88.0,862,24.90%,Put,2023-12-15,258
MSFT231215P00350000,2023-12-08 10:55AM EST,350.0,0.17,0.18,0.19,-0.21,-55.26%,966.0,23522,23.73%,Put,2023-12-15,259
MSFT231215P00352500,2023-12-08 10:52AM EST,352.5,0.26,0.24,0.25,-0.25,-49.02%,495.0,3202,22.66%,Put,2023-12-15,260
MSFT231215P00355000,2023-12-08 10:55AM EST,355.0,0.34,0.34,0.35,-0.33,-49.25%,706.0,9126,21.88%,Put,2023-12-15,261
