Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Type,Maturity,index
META231208P00287500,2023-12-08 10:01AM EST,287.5,0.01,0.0,0.01,-0.01,-50.00%,13.0,712,87.50%,Put,2023-12-08,111
META231208P00290000,2023-12-08 10:26AM EST,290.0,0.01,0.0,0.01,0.0,-,297.0,2099,81.25%,Put,2023-12-08,112
META231208P00292500,2023-12-08 9:35AM EST,292.5,0.01,0.0,0.01,-0.01,-50.00%,3.0,1407,78.13%,Put,2023-12-08,113
META231208P00295000,2023-12-08 10:31AM EST,295.0,0.01,0.0,0.01,-0.01,-50.00%,246.0,1550,71.88%,Put,2023-12-08,114
META231208P00297500,2023-12-08 10:30AM EST,297.5,0.01,0.01,0.02,-0.01,-50.00%,35.0,2121,75.00%,Put,2023-12-08,115
META231208P00300000,2023-12-08 10:40AM EST,300.0,0.01,0.01,0.02,-0.01,-50.00%,113.0,4766,68.75%,Put,2023-12-08,116
META231208P00302500,2023-12-08 10:34AM EST,302.5,0.01,0.0,0.01,-0.02,-66.67%,292.0,2622,56.25%,Put,2023-12-08,117
META231208P00305000,2023-12-08 10:45AM EST,305.0,0.01,0.01,0.02,-0.04,-80.00%,465.0,2673,58.59%,Put,2023-12-08,118
META231208P00307500,2023-12-08 10:39AM EST,307.5,0.01,0.01,0.02,-0.04,-80.00%,164.0,2235,53.13%,Put,2023-12-08,119
META231208P00310000,2023-12-08 10:53AM EST,310.0,0.01,0.01,0.02,-0.06,-85.71%,1305.0,3548,49.22%,Put,2023-12-08,120
META231208P00312500,2023-12-08 10:35AM EST,312.5,0.02,0.01,0.02,-0.05,-71.43%,242.0,2345,43.75%,Put,2023-12-08,121
META231208P00315000,2023-12-08 10:53AM EST,315.0,0.01,0.01,0.02,-0.09,-90.00%,744.0,4857,37.89%,Put,2023-12-08,122
META231208P00317500,2023-12-08 10:47AM EST,317.5,0.03,0.02,0.03,-0.15,-83.33%,2785.0,3662,33.99%,Put,2023-12-08,123
META231208P00320000,2023-12-08 10:56AM EST,320.0,0.02,0.02,0.03,-0.37,-94.87%,4130.0,5392,27.93%,Put,2023-12-08,124
META231208P00322500,2023-12-08 10:54AM EST,322.5,0.06,0.05,0.06,-0.76,-92.68%,2931.0,4768,24.61%,Put,2023-12-08,125
META231208P00325000,2023-12-08 10:55AM EST,325.0,0.13,0.13,0.15,-1.37,-91.33%,7497.0,6992,21.68%,Put,2023-12-08,126
META231208P00327500,2023-12-08 10:55AM EST,327.5,0.5,0.45,0.49,-2.25,-81.82%,5928.0,1173,20.56%,Put,2023-12-08,127
META231208P00330000,2023-12-08 10:55AM EST,330.0,1.45,1.41,1.48,-2.97,-67.19%,4871.0,2201,21.78%,Put,2023-12-08,128
META231208P00332500,2023-12-08 10:55AM EST,332.5,3.25,2.98,3.15,-3.58,-52.42%,696.0,430,23.63%,Put,2023-12-08,129
META231208P00335000,2023-12-08 10:47AM EST,335.0,5.85,5.25,5.6,-2.75,-31.98%,85.0,1061,33.50%,Put,2023-12-08,130
META231208P00337500,2023-12-08 10:44AM EST,337.5,8.4,7.55,7.9,-3.18,-27.46%,134.0,816,38.14%,Put,2023-12-08,131
META231208P00340000,2023-12-08 10:52AM EST,340.0,10.6,9.85,10.45,-2.88,-21.36%,35.0,490,48.05%,Put,2023-12-08,132
META231208P00342500,2023-12-06 3:34PM EST,342.5,12.45,12.55,12.95,-12.17,-49.43%,5.0,133,56.20%,Put,2023-12-08,133
META231208P00345000,2023-12-07 12:25PM EST,345.0,17.25,14.9,15.35,0.0,-,2.0,25,50.10%,Put,2023-12-08,134
META231208P00350000,2023-12-08 10:55AM EST,350.0,20.14,19.85,20.5,-11.01,-35.35%,3.0,2,66.02%,Put,2023-12-08,136
META231208P00352500,2023-11-28 1:27PM EST,352.5,17.3,22.55,23.25,0.0,-,10.0,0,83.89%,Put,2023-12-08,137
META231208P00357500,2023-12-07 2:34PM EST,357.5,30.7,27.5,28.2,0.0,-,2.0,0,95.02%,Put,2023-12-08,139
META231208P00360000,2023-12-07 3:46PM EST,360.0,33.5,29.85,30.35,0.0,-,2.0,0,84.38%,Put,2023-12-08,140
META231208P00365000,2023-12-07 12:03PM EST,365.0,38.1,34.95,35.55,0.0,-,2.0,0,107.81%,Put,2023-12-08,142
META231208P00375000,2023-11-24 11:00AM EST,375.0,36.85,44.95,45.45,0.0,-,2.0,0,126.56%,Put,2023-12-08,145
META231208P00380000,2023-11-24 10:13AM EST,380.0,40.7,49.95,50.5,0.0,-,3.0,0,139.65%,Put,2023-12-08,146
META231208P00390000,2023-12-01 10:54AM EST,390.0,68.76,60.0,60.45,0.0,-,2.0,0,160.55%,Put,2023-12-08,147
META231208P00400000,2023-12-07 3:31PM EST,400.0,72.51,70.0,70.5,0.0,-,249.0,0,183.01%,Put,2023-12-08,148
META231208P00405000,2023-12-01 2:51PM EST,405.0,80.04,74.9,75.7,0.0,-,2.0,0,197.66%,Put,2023-12-08,149
META231208P00420000,2023-12-01 12:03PM EST,420.0,96.33,89.85,90.65,0.0,-,6.0,0,220.90%,Put,2023-12-08,150
META231208P00440000,2023-11-29 11:22AM EST,440.0,107.63,109.8,110.55,0.0,-,2.0,0,245.70%,Put,2023-12-08,151
META231208P00445000,2023-10-30 8:59AM EST,445.0,138.21,103.4,107.5,0.0,-,2.0,0,0.00%,Put,2023-12-08,152
META231215C00110000,2023-12-07 9:57AM EST,110.0,212.68,219.6,219.95,0.0,-,5.0,600,0.00%,Call,2023-12-15,154
META231215C00115000,2023-11-17 2:03PM EST,115.0,219.85,214.65,215.1,0.0,-,18.0,34,256.25%,Call,2023-12-15,155
META231215C00120000,2023-12-07 1:55PM EST,120.0,207.11,209.5,210.05,0.0,-,8.0,71,209.38%,Call,2023-12-15,156
META231215C00125000,2023-12-07 3:19PM EST,125.0,202.32,204.55,205.1,0.0,-,2.0,51,236.72%,Call,2023-12-15,157
META231215C00130000,2023-12-08 10:45AM EST,130.0,199.32,199.3,200.15,14.26,+7.71%,8.0,19,242.58%,Call,2023-12-15,158
META231215C00150000,2023-12-04 12:02PM EST,150.0,168.61,179.7,180.1,0.0,-,2.0,59,194.53%,Call,2023-12-15,162
META231215C00160000,2023-12-04 2:14PM EST,160.0,157.98,169.4,170.2,0.0,-,2.0,38,199.80%,Call,2023-12-15,164
META231215C00165000,2023-12-08 9:57AM EST,165.0,161.78,164.1,165.0,2.86,+1.80%,3.0,50,0.00%,Call,2023-12-15,165
META231215C00170000,2023-12-07 9:35AM EST,170.0,152.0,159.45,160.35,0.0,-,4.0,123,200.59%,Call,2023-12-15,166
META231215C00180000,2023-12-07 10:55AM EST,180.0,149.37,149.6,150.6,5.48,+3.81%,18.0,127,152.34%,Call,2023-12-15,168
META231215C00185000,2023-12-06 11:18AM EST,185.0,134.92,144.6,145.15,0.0,-,3.0,107,155.66%,Call,2023-12-15,169
META231215C00190000,2023-12-05 3:53PM EST,190.0,128.61,139.7,140.4,0.0,-,3.0,58,118.75%,Call,2023-12-15,170
META231215C00195000,2023-12-04 3:33PM EST,195.0,124.82,134.55,135.15,0.0,-,10.0,68,142.58%,Call,2023-12-15,171
META231215C00200000,2023-12-08 10:49AM EST,200.0,129.45,129.5,130.45,1.92,+1.51%,42.0,374,162.01%,Call,2023-12-15,172
META231215C00205000,2023-12-08 10:38AM EST,205.0,124.29,124.8,125.2,10.37,+9.10%,5.0,86,136.13%,Call,2023-12-15,173
META231215C00220000,2023-12-07 1:43PM EST,220.0,107.12,109.8,110.3,0.0,-,4.0,1064,87.50%,Call,2023-12-15,176
META231215C00225000,2023-12-07 10:37AM EST,225.0,99.55,104.65,105.5,0.0,-,2.0,298,94.14%,Call,2023-12-15,177
META231215C00230000,2023-12-08 9:46AM EST,230.0,102.05,99.45,100.15,4.55,+4.67%,13.0,1016,101.17%,Call,2023-12-15,178
META231215C00235000,2023-12-07 1:55PM EST,235.0,92.29,94.6,95.5,0.0,-,7.0,278,75.00%,Call,2023-12-15,179
META231215C00245000,2023-12-04 3:36PM EST,245.0,75.0,84.7,85.05,0.0,-,21.0,279,65.63%,Call,2023-12-15,181
META231215C00250000,2023-12-08 9:59AM EST,250.0,77.1,79.85,80.2,-0.25,-0.32%,12.0,1533,83.98%,Call,2023-12-15,182
META231215C00260000,2023-12-07 3:13PM EST,260.0,67.35,69.9,70.3,0.0,-,6.0,3192,64.84%,Call,2023-12-15,184
META231215C00270000,2023-12-07 3:46PM EST,270.0,56.85,59.75,60.25,0.0,-,4.0,5730,65.82%,Call,2023-12-15,187
META231215C00275000,2023-12-08 10:46AM EST,275.0,54.48,54.85,55.35,2.45,+4.71%,2.0,617,50.98%,Call,2023-12-15,188
META231215C00280000,2023-12-08 10:07AM EST,280.0,50.0,49.85,50.3,3.6,+7.76%,6.0,2582,57.32%,Call,2023-12-15,189
META231215C00285000,2023-12-08 10:14AM EST,285.0,44.46,44.9,45.35,2.58,+6.16%,21.0,2401,53.66%,Call,2023-12-15,191
META231215C00290000,2023-12-08 9:46AM EST,290.0,36.98,40.05,40.5,-0.72,-1.91%,12.0,2093,52.05%,Call,2023-12-15,193
META231215C00292500,2023-12-07 10:35AM EST,292.5,31.95,37.5,38.05,0.0,-,2.0,11,50.24%,Call,2023-12-15,194
META231215C00295000,2023-12-08 10:37AM EST,295.0,34.91,35.0,35.45,2.31,+7.09%,16.0,2139,45.31%,Call,2023-12-15,195
META231215C00300000,2023-12-08 10:51AM EST,300.0,29.97,29.95,30.55,2.77,+10.18%,67.0,13224,41.65%,Call,2023-12-15,197
META231215C00305000,2023-12-08 10:16AM EST,305.0,25.3,25.15,25.55,2.85,+12.69%,29.0,2440,35.86%,Call,2023-12-15,199
META231215C00307500,2023-12-06 10:24AM EST,307.5,23.63,22.75,23.25,10.13,+75.04%,2.0,81,35.74%,Call,2023-12-15,200
META231215C00310000,2023-12-08 10:37AM EST,310.0,20.29,20.45,20.8,2.29,+12.72%,58.0,4180,33.25%,Call,2023-12-15,201
META231215C00312500,2023-12-07 3:29PM EST,312.5,18.2,18.05,18.4,1.9,+11.66%,40.0,170,31.15%,Call,2023-12-15,202
META231215C00315000,2023-12-08 10:52AM EST,315.0,15.85,15.8,16.05,2.25,+16.54%,148.0,6981,29.32%,Call,2023-12-15,203
META231215C00317500,2023-12-08 10:45AM EST,317.5,13.1,13.7,14.05,1.36,+11.58%,42.0,1190,29.93%,Call,2023-12-15,204
META231215C00320000,2023-12-08 10:55AM EST,320.0,11.9,11.7,11.9,2.0,+20.20%,189.0,10518,28.53%,Call,2023-12-15,205
META231215C00322500,2023-12-08 10:55AM EST,322.5,10.0,9.85,10.0,1.65,+19.76%,221.0,1818,28.10%,Call,2023-12-15,206
META231215C00325000,2023-12-08 10:56AM EST,325.0,8.15,8.15,8.3,1.25,+18.12%,2263.0,7651,27.97%,Call,2023-12-15,207
META231215C00327500,2023-12-08 10:55AM EST,327.5,6.52,6.6,6.7,0.97,+17.48%,1371.0,2761,27.47%,Call,2023-12-15,208
META231215C00330000,2023-12-08 10:55AM EST,330.0,5.2,5.3,5.4,0.85,+19.54%,4256.0,12429,27.60%,Call,2023-12-15,209
META231215C00332500,2023-12-08 10:55AM EST,332.5,4.05,4.15,4.25,0.61,+17.73%,952.0,1837,27.55%,Call,2023-12-15,210
META231215C00335000,2023-12-08 10:55AM EST,335.0,3.1,3.2,3.25,0.46,+17.42%,2066.0,9265,27.34%,Call,2023-12-15,211
META231215C00337500,2023-12-08 10:55AM EST,337.5,2.38,2.43,2.47,0.36,+17.82%,795.0,2399,27.39%,Call,2023-12-15,212
META231215C00340000,2023-12-08 10:54AM EST,340.0,1.83,1.8,1.84,0.33,+22.00%,1807.0,9587,27.43%,Call,2023-12-15,213
META231215C00342500,2023-12-08 10:55AM EST,342.5,1.36,1.35,1.38,0.19,+16.24%,431.0,1748,27.74%,Call,2023-12-15,214
META231215C00345000,2023-12-08 10:54AM EST,345.0,1.01,0.98,1.0,0.13,+14.77%,1149.0,7281,27.83%,Call,2023-12-15,215
META231215C00347500,2023-12-08 10:55AM EST,347.5,0.74,0.73,0.75,0.09,+13.85%,1309.0,3792,28.32%,Call,2023-12-15,216
META231215C00350000,2023-12-08 10:54AM EST,350.0,0.53,0.52,0.54,0.04,+8.16%,4452.0,9916,28.57%,Call,2023-12-15,217
META231215C00352500,2023-12-08 10:46AM EST,352.5,0.36,0.37,0.39,-0.01,-2.70%,464.0,2464,28.88%,Call,2023-12-15,218
META231215C00355000,2023-12-08 10:53AM EST,355.0,0.29,0.29,0.31,0.0,-,576.0,6621,29.79%,Call,2023-12-15,219
META231215C00357500,2023-12-08 10:51AM EST,357.5,0.22,0.22,0.23,0.01,+4.76%,30.0,2149,30.27%,Call,2023-12-15,220
META231215C00360000,2023-12-08 10:51AM EST,360.0,0.16,0.16,0.18,-0.02,-11.11%,152.0,7060,31.06%,Call,2023-12-15,221
META231215C00365000,2023-12-08 10:35AM EST,365.0,0.13,0.1,0.11,0.02,+18.18%,77.0,4329,32.52%,Call,2023-12-15,222
META231215C00370000,2023-12-08 10:55AM EST,370.0,0.06,0.06,0.07,-0.02,-25.00%,700.0,5453,33.99%,Call,2023-12-15,223
META231215C00375000,2023-12-08 10:54AM EST,375.0,0.04,0.04,0.05,0.0,-,280.0,2771,35.94%,Call,2023-12-15,224
META231215C00380000,2023-12-08 10:47AM EST,380.0,0.03,0.02,0.03,-0.01,-25.00%,3.0,5200,36.91%,Call,2023-12-15,225
META231215C00385000,2023-12-08 10:49AM EST,385.0,0.02,0.01,0.02,0.0,-,10.0,803,38.28%,Call,2023-12-15,226
META231215C00400000,2023-12-07 12:13PM EST,400.0,0.01,0.0,0.01,0.0,-,15.0,2747,43.75%,Call,2023-12-15,229
META231215C00405000,2023-12-07 10:16AM EST,405.0,0.01,0.0,0.01,0.0,-,4.0,232,46.09%,Call,2023-12-15,230
META231215C00415000,2023-12-07 2:22PM EST,415.0,0.01,0.0,0.01,0.0,-,5.0,862,51.56%,Call,2023-12-15,232
META231215C00420000,2023-12-01 11:30AM EST,420.0,0.01,0.0,0.01,0.0,-,2.0,622,50.00%,Call,2023-12-15,233
META231215C00425000,2023-11-29 10:15AM EST,425.0,0.01,0.0,0.01,0.0,-,10.0,500,53.13%,Call,2023-12-15,234
META231215C00435000,2023-12-01 3:29PM EST,435.0,0.01,0.0,0.01,0.0,-,300.0,2339,57.81%,Call,2023-12-15,236
META231215C00445000,2023-11-22 12:22PM EST,445.0,0.01,0.0,0.01,0.0,-,2.0,130,62.50%,Call,2023-12-15,238
META231215C00450000,2023-11-27 1:10PM EST,450.0,0.01,0.0,0.01,0.0,-,5.0,373,64.06%,Call,2023-12-15,239
META231215C00465000,2023-11-30 10:02AM EST,465.0,0.01,0.0,0.01,0.0,-,4.0,148,70.31%,Call,2023-12-15,242
META231215C00470000,2023-11-13 12:00PM EST,470.0,0.01,0.0,0.01,0.0,-,111.0,174,71.88%,Call,2023-12-15,243
META231215C00475000,2023-11-13 11:48AM EST,475.0,0.01,0.0,0.01,0.0,-,4.0,90,73.44%,Call,2023-12-15,244
META231215C00485000,2023-11-08 10:18AM EST,485.0,0.01,0.0,0.01,0.0,-,5.0,181,78.13%,Call,2023-12-15,246
META231215C00490000,2023-10-24 2:39PM EST,490.0,0.09,0.0,0.01,0.0,-,100.0,280,79.69%,Call,2023-12-15,247
META231215C00495000,2023-11-07 11:03AM EST,495.0,0.01,0.0,0.01,0.0,-,20.0,216,81.25%,Call,2023-12-15,248
META231215C00500000,2023-11-14 9:46AM EST,500.0,0.01,0.0,0.01,0.0,-,5.0,708,84.38%,Call,2023-12-15,249
META231215C00510000,2023-10-24 9:32AM EST,510.0,0.07,0.0,0.01,0.0,-,26.0,69,87.50%,Call,2023-12-15,251
META231215C00515000,2023-09-05 10:30AM EST,515.0,0.26,0.06,0.15,0.0,-,10.0,18,115.82%,Call,2023-12-15,252
META231215C00525000,2023-10-30 1:19PM EST,525.0,0.02,0.0,0.01,0.0,-,275.0,200,92.19%,Call,2023-12-15,254
META231215C00530000,2023-10-23 1:06PM EST,530.0,0.05,0.0,0.01,0.0,-,2.0,32,93.75%,Call,2023-12-15,255
